,0,1,2,3,4,5,6,7
775,1,1,0,0,0,1,0,0
776,0,0,1,0,0,0,1,1
777,0,0,0,0,0,1,1,0
778,0,0,0,1,1,1,1,1
779,0,0,0,0,0,0,1,0
780,1,0,0,1,1,1,0,1
781,1,1,1,1,0,1,0,1
782,0,1,0,0,0,1,1,0
783,0,0,1,1,0,0,1,1
784,0,0,1,1,0,1,0,1
785,1,1,1,1,1,0,1,0
786,0,0,1,0,1,1,0,1
787,1,0,1,0,1,1,1,1
788,1,1,0,1,0,0,1,1
789,1,0,0,0,1,0,0,1
790,1,0,0,1,1,0,1,0
791,0,1,0,0,1,0,1,0
792,1,1,0,0,1,1,1,0
793,0,1,0,0,1,0,0,1
794,1,0,0,1,0,1,1,1
795,0,1,0,0,0,0,0,1
796,1,0,0,0,0,0,1,0
797,0,0,1,1,0,1,1,1
798,1,0,0,0,0,1,0,0
799,1,1,1,0,1,0,1,0
800,1,1,0,0,1,1,1,0
801,1,0,1,0,1,0,1,1
802,1,0,0,0,0,0,1,0
803,0,0,1,0,0,1,1,1
804,0,1,1,0,0,1,1,1
805,1,0,1,0,1,1,1,1
806,1,0,1,0,0,1,0,1
807,1,0,1,0,1,1,1,1
808,1,0,0,1,1,1,1,1
809,1,1,0,1,0,0,0,0
810,1,1,1,0,0,0,1,0
811,1,1,0,0,0,1,0,1
812,1,0,0,0,1,0,0,1
813,1,1,0,0,1,0,1,0
814,1,1,0,0,1,0,1,0
815,1,0,0,0,0,0,0,0
816,0,0,1,1,1,0,0,1
817,0,1,0,0,1,1,0,1
818,1,1,1,0,1,0,1,1
819,0,1,0,0,1,1,1,0
820,1,0,0,0,1,1,1,1
821,1,0,0,0,1,1,1,0
822,0,0,0,0,0,1,0,1
823,1,1,0,1,1,0,1,0
824,1,1,1,0,1,1,0,0
825,1,0,0,0,1,0,0,1
826,1,1,1,0,1,0,1,1
827,1,0,1,0,0,1,0,1
828,1,1,0,1,1,1,0,0
829,0,0,0,0,0,0,0,0
830,1,1,1,0,0,1,1,0
831,1,1,0,0,1,0,1,1
832,0,1,0,0,0,1,0,0
833,0,0,0,0,1,0,1,1
834,0,1,0,1,1,0,1,0
835,1,1,1,0,0,1,1,0
836,1,0,1,0,0,0,1,0
837,1,0,1,0,0,0,1,0
838,1,0,1,1,0,0,0,0
839,1,1,1,0,1,0,1,0
840,0,0,0,1,0,0,0,0
841,1,1,0,0,0,0,1,1
842,0,0,1,0,0,0,0,0
843,0,0,1,0,0,1,1,1
844,1,1,0,0,0,0,0,0
845,1,0,0,1,0,1,0,0
846,0,0,0,0,0,0,0,1
847,1,0,0,0,1,1,0,0
848,1,1,0,0,1,1,0,1
849,0,0,0,1,1,1,0,1
850,0,0,0,1,1,1,1,0
851,0,0,1,0,1,0,1,0
852,1,0,1,0,1,1,1,1
853,1,0,1,1,0,1,1,1
854,1,0,0,0,1,0,0,0
855,1,0,0,1,1,1,1,0
856,1,1,0,0,0,0,0,0
857,0,0,0,0,1,0,1,1
858,1,1,1,0,0,0,0,0
859,1,0,0,0,0,0,1,0
860,1,1,1,1,1,1,1,1
861,1,0,1,0,0,1,0,0
862,1,0,0,1,0,0,1,1
863,1,1,1,1,1,0,1,1
864,1,1,0,1,0,1,0,0
865,0,1,1,0,1,1,0,1
866,1,0,1,0,1,0,1,0
867,1,0,1,0,1,0,0,0
868,0,0,0,1,0,1,0,1
869,1,0,0,0,0,1,0,0
870,0,1,1,0,0,1,1,1
871,1,1,1,1,0,0,1,0
872,1,0,0,1,0,0,0,0
873,1,0,0,0,0,1,0,1
874,0,1,0,0,1,0,1,1
875,1,0,0,0,0,1,1,1
876,0,0,0,0,0,1,0,1
877,1,1,0,0,0,1,1,1
878,1,0,0,0,0,0,0,0
879,1,0,0,0,0,0,0,0
880,1,0,0,0,0,1,0,1
881,1,1,0,1,1,0,1,1
882,1,1,1,0,0,1,0,1
883,1,0,0,1,1,0,1,1
884,1,0,0,0,1,1,1,1
885,1,0,0,0,1,0,0,1
886,1,0,0,0,1,1,0,1
887,0,0,0,0,1,1,1,0
888,1,0,1,1,1,0,1,1
889,1,1,0,0,1,0,0,0
890,0,0,0,0,0,1,1,0
891,1,0,0,0,1,0,0,1
892,0,1,0,0,0,1,1,0
893,1,0,1,0,1,1,1,1
894,1,1,1,1,1,1,0,0
895,1,1,1,0,1,1,1,1
896,1,1,1,0,1,1,1,0
897,1,1,0,1,1,0,1,1
898,1,1,1,1,1,0,0,0
899,1,0,1,1,0,0,1,0
900,0,1,0,1,0,0,0,0
901,1,1,0,1,1,1,0,1
902,1,0,0,1,1,1,0,1
903,1,1,0,1,0,1,0,1
904,0,0,0,0,0,1,1,1
905,0,1,0,1,1,1,1,0
906,1,1,0,0,1,1,0,1
907,0,1,1,0,0,1,1,1
908,0,0,0,0,1,0,1,1
909,1,0,0,1,0,1,0,0
910,1,1,0,0,1,1,0,0
911,1,0,1,0,0,0,1,0
912,1,1,1,0,1,1,0,1
913,1,1,1,1,0,1,1,1
914,1,0,0,1,1,0,0,0
915,0,1,0,0,1,1,0,0
916,1,1,1,0,1,0,1,0
917,1,1,0,0,1,1,0,1
918,1,0,1,0,0,1,0,1
919,1,0,0,0,0,0,0,0
920,1,0,1,1,0,0,0,1
921,1,0,1,1,1,0,0,1
922,1,0,1,0,1,0,0,1
923,0,1,1,1,0,0,1,0
924,1,0,0,0,1,1,1,1
925,0,0,0,0,1,0,0,1
926,1,0,1,1,0,0,1,1
927,1,1,1,0,0,1,1,0
928,0,1,0,0,1,0,1,1
929,0,1,1,0,1,0,1,0
930,1,0,0,0,0,0,0,0
931,0,1,0,0,0,1,0,1
932,1,1,0,0,0,0,0,1
933,1,0,1,0,0,1,0,1
934,0,1,0,0,1,0,1,1
935,1,1,1,0,0,1,1,1
936,1,1,1,0,0,0,1,0
937,1,0,0,1,1,1,1,1
938,1,1,0,0,1,1,1,0
939,1,1,0,0,1,1,1,0
940,1,1,0,1,0,0,1,1
941,1,1,0,1,0,1,1,1
942,1,1,0,1,0,0,1,1
943,1,0,0,0,0,1,0,1
944,0,1,0,0,0,0,0,0
945,0,1,0,0,0,1,0,1
946,0,1,0,0,1,1,0,1
947,1,0,1,1,1,0,1,1
948,1,0,0,0,0,1,0,1
949,0,1,0,1,0,0,1,0
950,1,1,0,0,0,1,1,0
951,1,1,1,0,1,0,1,1
952,1,0,1,1,0,0,0,1
953,1,1,1,0,0,1,0,0
954,0,1,0,0,0,1,0,1
955,0,1,0,0,1,0,1,0
956,1,0,1,0,0,1,0,0
957,0,1,1,1,0,0,0,0
958,0,1,0,0,1,1,0,0
959,1,0,1,1,1,1,1,1
960,1,1,0,0,1,0,1,1
961,1,0,0,1,1,1,1,0
962,0,0,0,0,1,1,0,0
963,0,0,0,0,1,1,1,0
964,1,0,0,1,1,0,1,0
965,0,0,0,0,1,1,0,1
966,0,0,0,0,1,0,1,0
967,1,0,1,0,1,1,0,1
968,1,1,0,0,0,1,0,0
969,1,0,0,0,0,1,0,1
970,0,1,1,0,1,0,1,0
971,0,1,0,0,1,0,1,1
972,1,1,0,0,1,0,1,0
973,1,0,0,0,1,1,1,0
974,1,1,0,0,1,1,1,0
975,0,0,1,1,0,1,0,1
976,1,1,1,1,1,1,1,1
977,1,0,0,0,0,1,0,0
978,1,1,1,1,1,1,1,0
979,0,1,0,0,0,1,0,0
980,1,1,0,0,1,1,0,1
981,1,0,0,0,1,0,1,0
982,0,1,1,1,0,0,1,0
983,0,0,0,0,1,1,1,1
984,1,1,1,0,1,0,1,0
985,0,0,0,0,0,1,0,0
986,1,1,0,0,1,0,0,0
987,0,0,0,1,1,0,1,1
988,1,0,1,0,0,1,0,0
989,1,0,0,0,0,1,1,1
990,0,1,1,1,0,0,0,0
991,0,0,0,0,0,1,0,1
992,1,0,0,0,0,1,1,1
993,1,0,0,0,1,0,1,0
994,0,1,0,1,0,1,1,1
995,0,1,0,0,1,0,0,1
996,1,0,1,1,0,0,1,1
997,1,1,1,0,1,1,1,0
998,1,1,1,1,1,1,1,0
999,0,1,0,1,0,1,0,1
1000,1,1,1,1,0,1,1,0
1001,0,1,0,1,0,0,0,0
1002,0,1,0,0,1,0,1,1
1003,1,1,0,0,0,1,0,0
1004,1,1,1,0,1,1,0,1
1005,1,0,1,0,0,1,0,0
1006,1,1,0,1,0,0,0,1
1007,1,0,0,0,0,1,0,0
1008,1,0,0,0,0,0,0,0
1009,1,0,1,1,0,1,0,1
1010,0,1,1,0,1,0,0,0
1011,1,1,1,0,1,0,1,0
1012,0,0,0,0,0,1,0,1
1013,1,0,0,0,0,1,0,1
1014,1,0,0,0,0,1,0,1
1015,1,0,0,1,1,1,1,0
1016,1,1,1,0,1,1,1,0
1017,0,0,0,0,1,0,1,0
1018,1,1,0,0,0,0,0,1
1019,1,0,0,0,1,0,1,0
1020,1,0,0,0,1,0,0,1
1021,0,1,0,1,1,0,1,1
1022,1,0,0,0,0,0,0,1
1023,1,0,0,0,0,0,0,1
1024,1,0,0,0,1,0,1,1
1025,1,0,0,1,1,1,0,0
1026,0,0,1,0,1,0,1,0
1027,1,0,1,1,0,0,0,1
1028,1,0,0,1,1,1,0,1
1029,0,1,1,0,0,1,0,0
1030,0,0,0,0,0,1,1,1
1031,1,1,0,0,1,0,1,1
1032,1,0,1,0,0,1,0,1
1033,0,0,0,0,0,0,1,0
1034,1,0,0,0,1,1,1,0
1035,1,1,0,1,1,0,1,0
1036,1,0,1,0,0,1,0,1
1037,0,1,0,1,1,0,1,0
1038,1,1,1,1,0,0,1,1
1039,1,1,1,1,1,1,0,1
1040,1,1,1,0,0,1,0,1
1041,0,1,0,1,1,0,1,0
1042,1,0,1,0,1,1,0,1
1043,1,1,0,0,1,0,1,1
1044,0,0,0,1,1,0,0,1
1045,1,1,0,0,1,0,0,0
1046,1,0,0,1,0,1,1,1
1047,0,0,1,0,0,0,0,1
1048,1,1,0,0,0,1,0,1
1049,1,0,1,0,0,1,0,0
1050,1,1,0,0,1,0,0,1
1051,1,1,1,1,1,0,1,1
1052,1,0,0,0,0,0,0,0
1053,0,1,0,1,1,0,0,1
1054,0,0,0,0,0,0,1,0
1055,1,1,0,0,0,1,0,0
1056,1,0,0,0,1,1,1,0
1057,1,1,0,0,0,1,0,0
1058,0,1,0,0,1,1,1,0
1059,1,1,0,0,0,0,1,0
1060,1,1,1,1,0,1,1,1
1061,1,0,0,0,1,0,0,0
1062,1,0,1,0,0,1,1,1
1063,0,1,0,0,1,0,0,1
1064,1,0,0,1,1,0,0,0
1065,1,0,0,1,0,0,1,1
1066,1,1,1,1,1,1,1,0
1067,1,0,0,0,0,1,1,0
1068,1,0,0,1,1,1,0,1
1069,1,1,0,0,1,1,0,0
1070,0,0,0,1,0,1,0,1
1071,0,1,1,0,0,1,1,1
1072,0,0,0,0,0,1,1,1
1073,1,1,1,1,0,1,0,1
1074,1,1,0,0,1,1,0,1
1075,1,0,0,1,0,1,0,0
1076,1,0,0,0,1,1,0,0
1077,1,0,0,1,1,0,0,1
1078,1,0,1,1,1,1,1,1
1079,0,0,1,0,0,1,0,0
1080,1,1,0,0,1,0,0,1
1081,1,0,0,0,0,1,0,1
1082,0,1,0,0,0,0,1,1
1083,1,1,1,0,1,0,0,0
1084,0,1,0,1,0,1,0,0
1085,1,1,1,1,1,1,1,0
1086,1,0,0,1,0,0,0,1
1087,1,0,0,0,0,1,0,0
1088,0,1,0,1,1,0,1,0
1089,0,0,0,0,0,0,0,0
1090,1,0,0,0,0,1,1,1
1091,1,1,1,0,0,1,1,0
1092,0,1,0,0,0,1,0,1
1093,1,0,0,0,0,1,0,1
1094,1,1,1,0,1,0,1,0
1095,0,0,0,0,0,1,0,1
1096,1,0,0,0,0,1,1,1
1097,1,1,1,1,1,0,1,0
1098,1,0,0,0,0,1,0,1
1099,0,1,1,0,0,0,1,0
1100,1,0,0,1,1,1,0,1
1101,0,1,0,0,1,1,1,1
1102,0,0,1,0,1,1,0,0
1103,1,1,0,1,1,1,0,1
1104,1,0,1,1,0,0,0,1
1105,1,1,0,1,1,0,1,0
1106,0,0,0,0,0,1,0,0
1107,0,0,0,0,0,0,0,1
1108,1,1,0,1,0,1,0,1
1109,1,1,1,0,0,1,1,0
1110,0,1,0,0,0,0,1,1
1111,0,0,1,0,1,1,0,1
1112,1,1,0,0,1,0,0,1
1113,0,0,0,0,1,1,1,0
1114,1,1,0,0,0,1,1,1
1115,1,0,1,1,1,0,1,1
1116,1,0,1,0,1,1,0,1
1117,1,0,0,1,1,1,0,1
1118,0,0,0,0,0,0,0,1
1119,1,1,0,0,1,0,1,0
1120,1,0,0,0,1,0,1,0
1121,1,1,0,1,0,1,0,1
1122,1,1,0,0,1,0,0,1
1123,1,1,1,0,0,1,0,0
1124,1,1,1,0,1,1,1,1
1125,1,0,0,0,0,0,1,1
1126,0,1,1,1,0,1,0,1
1127,0,1,1,0,1,0,1,0
1128,1,1,1,1,0,1,0,0
1129,1,1,0,0,1,0,0,1
1130,1,1,0,0,0,0,0,0
1131,1,0,1,0,0,1,0,1
1132,1,0,1,1,1,1,0,1
1133,0,1,0,1,1,0,1,1
1134,1,1,1,1,0,0,0,0
1135,0,0,1,0,0,1,0,0
1136,0,1,0,0,0,1,1,0
1137,0,1,0,1,1,1,1,0
1138,0,1,0,0,1,0,0,1
1139,1,0,1,1,0,0,0,0
1140,1,1,0,1,1,0,0,0
1141,0,1,0,1,0,1,0,0
1142,1,1,0,0,0,0,0,0
1143,1,0,0,0,0,0,0,0
1144,1,1,0,0,1,1,0,1
1145,1,0,0,0,1,0,0,1
1146,1,0,0,0,0,0,1,0
1147,0,1,1,0,0,1,1,0
1148,1,0,0,0,1,0,1,1
1149,1,0,1,1,0,1,0,1
1150,1,1,1,1,0,1,0,1
1151,0,1,0,0,1,0,1,1
1152,1,1,0,0,1,0,0,0
1153,0,1,1,1,0,0,0,0
1154,1,0,0,1,0,0,1,1
1155,0,0,1,1,1,1,1,0
1156,1,1,1,0,0,1,0,0
1157,1,1,0,1,1,1,0,1
1158,0,0,1,0,1,0,1,0
1159,1,0,0,0,0,0,0,0
1160,1,0,0,1,1,0,1,1
1161,0,0,1,0,0,1,0,1
1162,1,0,0,1,0,1,1,1
1163,1,0,0,0,1,1,0,1
1164,1,0,1,0,0,1,1,0
1165,1,0,0,1,0,0,1,0
1166,1,0,0,0,1,0,0,0
1167,1,0,0,0,0,1,0,0
1168,0,0,0,1,0,0,1,1
1169,0,1,1,0,0,0,1,0
1170,0,1,0,0,0,0,1,1
1171,0,0,0,0,0,0,1,0
1172,0,1,0,1,0,1,0,1
1173,1,1,0,0,1,1,0,0
1174,0,1,0,1,0,0,1,1
1175,1,0,0,0,1,0,1,0
1176,0,1,0,0,1,1,0,0
1177,1,1,0,0,1,0,0,0
1178,1,0,1,1,0,1,0,1
1179,1,1,1,0,1,1,0,0
1180,1,0,0,0,0,1,1,0
1181,1,1,1,0,0,1,0,0
1182,1,0,0,0,1,0,0,1
1183,1,1,0,1,1,1,1,0
1184,1,1,0,0,1,0,1,0
1185,1,1,0,1,0,0,1,0
1186,1,1,0,1,0,0,0,0
1187,1,0,0,0,0,1,0,0
1188,1,1,0,0,0,1,0,1
1189,0,1,1,0,1,1,1,0
1190,1,1,0,0,0,0,1,1
1191,1,1,1,0,0,0,1,1
1192,1,1,1,1,1,0,1,1
1193,1,1,1,0,1,0,1,0
1194,1,1,1,1,1,1,1,0
1195,1,1,0,0,1,1,0,0
1196,1,0,1,0,1,1,0,1
1197,1,1,0,0,1,1,0,0
1198,1,0,0,1,1,0,0,0
1199,1,1,0,0,1,1,0,0
1200,0,1,0,0,0,0,1,1
1201,1,1,0,0,1,1,0,0
1202,0,0,1,0,1,1,0,1
1203,0,0,0,1,0,0,1,1
1204,1,1,1,0,0,1,1,0
1205,1,1,1,0,1,0,1,0
1206,1,1,0,1,1,1,0,1
1207,1,1,1,0,1,1,1,0
1208,1,0,0,1,0,0,0,1
1209,1,1,0,0,0,0,0,0
1210,1,0,0,0,0,0,1,1
1211,1,1,0,0,1,0,0,0
1212,1,0,0,0,0,0,1,1
1213,0,1,1,1,1,0,1,0
1214,1,0,0,0,1,0,1,0
1215,1,1,0,1,0,1,1,1
1216,0,0,0,0,0,0,1,1
1217,1,1,1,0,1,0,1,1
1218,1,1,0,1,1,1,1,0
1219,1,1,1,0,0,1,0,1
1220,1,0,1,0,0,0,1,1
1221,1,1,1,1,0,0,0,1
1222,0,1,1,1,0,0,1,0
1223,1,1,0,0,1,0,1,0
1224,1,1,0,1,1,0,1,0
1225,1,0,0,0,1,1,1,1
1226,1,0,1,0,1,1,1,1
1227,1,1,0,0,1,1,1,1
1228,1,0,0,1,1,1,0,1
1229,1,0,0,0,1,1,0,0
1230,0,0,0,0,1,0,1,0
1231,1,1,0,1,1,0,0,1
1232,1,1,0,0,0,0,1,1
1233,1,0,0,0,1,1,0,1
1234,1,0,1,1,1,1,1,0
1235,1,1,1,0,1,1,1,1
1236,1,1,1,1,0,1,1,0
1237,1,1,0,1,1,0,0,0
1238,1,0,0,0,1,0,1,0
1239,1,1,1,1,1,0,1,1
1240,1,1,0,1,1,1,0,1
1241,1,1,0,0,0,1,0,1
1242,1,1,1,0,1,1,0,0
1243,1,0,1,1,1,1,0,0
1244,0,0,1,0,0,0,0,1
1245,0,1,0,1,1,1,1,0
1246,0,0,1,0,1,0,0,1
1247,0,1,1,0,0,1,1,0
1248,1,1,0,0,1,1,1,0
1249,1,1,1,0,1,1,1,0
1250,1,0,1,1,1,1,0,1
1251,1,1,0,1,1,0,0,0
1252,1,0,0,0,1,1,1,0
1253,0,1,0,0,0,1,0,0
1254,1,0,1,0,1,1,0,1
1255,1,0,1,1,1,1,0,1
1256,1,1,0,1,0,1,1,0
1257,0,0,0,0,0,0,1,0
1258,1,1,0,0,1,0,1,0
1259,1,1,0,1,1,0,1,1
1260,1,1,1,1,0,1,0,1
1261,1,0,1,0,1,0,1,1
1262,1,0,0,0,1,1,1,0
1263,1,0,0,1,1,1,0,1
1264,1,0,0,1,0,1,1,0
1265,1,1,1,1,0,0,1,0
1266,0,1,0,0,0,0,1,0
1267,0,0,0,0,0,0,1,1
1268,1,1,0,1,1,0,1,0
1269,1,1,1,0,1,0,1,1
1270,0,1,0,1,1,1,1,0
1271,1,0,1,0,1,0,1,1
1272,1,0,0,0,0,1,0,0
1273,0,0,0,1,1,0,1,0
1274,0,1,0,0,1,0,0,1
1275,0,1,1,0,0,0,0,1
1276,1,1,0,0,1,1,0,1
1277,1,0,1,1,1,0,1,1
1278,0,1,1,0,0,0,0,1
1279,1,1,0,0,1,1,1,1
1280,0,1,1,1,1,0,1,0
1281,1,0,0,0,0,1,0,1
1282,1,1,1,1,1,0,0,1
1283,0,1,0,1,0,1,0,0
1284,0,0,0,0,0,1,0,1
1285,1,1,1,0,1,0,1,1
1286,0,0,0,0,1,1,1,1
1287,1,0,0,0,1,1,0,0
1288,1,1,0,0,0,1,1,0
1289,1,1,1,1,1,0,0,0
1290,0,1,1,0,0,0,0,0
1291,0,0,0,0,1,1,0,1
1292,1,0,1,1,0,0,0,0
1293,1,0,1,0,0,1,0,0
1294,1,0,0,1,1,1,0,0
1295,1,1,1,0,1,0,1,1
1296,1,1,0,1,0,0,0,0
1297,1,0,0,0,0,0,0,0
1298,1,0,1,0,1,0,0,0
1299,1,0,1,1,1,1,1,1
1300,1,1,0,0,0,1,1,1
1301,1,1,0,0,0,0,1,1
1302,1,0,1,0,1,1,1,1
1303,0,1,1,0,1,1,0,0
1304,1,1,1,1,1,0,0,0
1305,1,1,1,0,1,0,1,1
1306,1,0,1,0,0,1,0,0
1307,1,1,1,0,1,0,1,0
1308,1,0,0,0,1,1,1,0
1309,1,0,0,1,0,1,0,1
1310,1,0,0,0,1,1,1,0
1311,1,1,1,0,1,1,1,1
1312,0,0,0,0,0,0,0,1
1313,1,1,1,1,1,0,0,0
1314,1,1,0,0,1,0,0,1
1315,0,0,0,1,0,0,0,1
1316,1,0,0,0,0,1,0,0
1317,1,1,0,0,1,0,0,1
1318,1,1,0,1,0,1,0,1
1319,1,1,0,0,1,0,0,0
1320,1,0,1,1,0,0,0,0
1321,1,1,1,0,0,0,0,1
1322,0,0,0,0,1,0,0,0
1323,1,1,1,1,0,1,1,0
1324,1,1,0,0,0,0,0,0
1325,1,1,1,0,0,0,0,0
1326,0,1,0,0,1,1,1,0
1327,1,1,0,0,1,0,1,0
1328,1,0,0,0,0,0,0,1
1329,1,0,0,1,0,1,1,0
1330,1,1,0,1,0,0,0,0
1331,0,1,1,1,1,1,0,1
1332,1,1,0,1,1,1,0,1
1333,1,0,1,0,1,1,1,1
1334,0,0,0,0,0,0,1,0
1335,1,1,0,1,0,0,0,1
1336,1,1,0,0,1,0,0,1
1337,0,1,1,1,0,1,1,0
1338,1,0,0,0,1,0,1,1
1339,1,0,0,0,0,1,0,1
1340,1,0,0,0,0,1,0,0
1341,1,1,1,0,1,0,1,0
1342,1,1,0,1,0,0,1,1
1343,0,1,0,0,1,1,0,1
1344,1,1,1,0,1,1,1,0
1345,0,0,0,0,0,0,1,1
1346,0,1,0,0,1,0,1,0
1347,0,1,1,0,1,0,0,0
1348,1,0,1,0,0,0,1,1
1349,1,1,1,0,1,1,1,1
1350,1,0,0,0,0,1,1,0
1351,1,0,1,0,1,1,0,1
1352,1,1,0,0,0,1,1,1
1353,1,1,0,0,0,0,1,0
1354,1,0,0,1,0,1,0,1
1355,1,0,0,1,1,0,1,0
1356,0,1,0,0,1,0,0,1
1357,0,1,1,0,1,0,0,0
1358,1,0,0,1,1,0,1,0
1359,0,1,0,1,1,0,1,1
1360,1,1,0,0,0,1,0,1
1361,1,1,1,1,0,0,0,1
1362,1,0,1,0,0,1,1,0
1363,1,0,0,0,1,1,0,1
1364,1,0,0,0,0,1,0,1
1365,1,1,0,1,1,0,0,1
1366,1,0,0,1,0,0,0,1
1367,1,1,0,0,0,1,0,1
1368,0,1,1,0,1,0,1,0
1369,1,1,0,0,1,0,1,0
1370,1,1,0,0,1,0,0,0
1371,1,0,0,0,0,0,0,0
1372,1,0,0,0,0,1,0,1
1373,0,0,1,0,1,1,1,1
1374,1,1,0,0,0,0,0,1
1375,1,0,0,0,0,1,1,1
1376,1,1,0,0,1,1,1,0
1377,1,0,1,0,1,1,0,0
1378,1,0,0,1,1,0,1,0
1379,1,0,0,0,0,0,1,0
1380,0,0,1,0,0,1,0,0
1381,1,0,1,1,1,1,1,1
1382,1,1,0,0,0,1,0,0
1383,1,0,1,0,0,0,1,1
1384,0,0,0,0,1,0,1,0
1385,1,1,1,0,0,1,1,0
1386,0,1,1,0,1,0,0,1
1387,1,0,1,0,0,0,1,0
1388,1,0,0,0,0,0,0,0
1389,1,0,0,0,0,1,0,1
1390,1,1,0,1,0,0,0,0
1391,1,0,0,0,1,0,0,0
1392,0,0,0,0,1,1,1,0
1393,1,0,1,1,0,0,1,1
1394,1,1,0,1,0,1,0,0
1395,1,0,0,1,0,0,0,0
1396,0,0,0,0,0,0,0,1
1397,1,1,0,0,0,1,1,1
1398,0,0,0,1,0,0,0,1
1399,0,0,0,0,0,0,0,1
1400,0,1,0,0,1,0,0,0
1401,0,1,0,1,0,0,1,0
1402,1,0,0,1,0,0,0,0
1403,1,0,1,0,0,0,0,0
1404,1,1,1,0,0,1,0,1
1405,1,1,0,0,0,0,1,0
1406,1,1,0,0,1,0,1,0
1407,0,0,0,1,1,0,1,0
1408,0,1,1,1,0,1,1,1
1409,1,0,0,1,1,1,1,0
1410,1,1,0,0,1,0,1,0
1411,1,1,0,1,0,1,0,0
1412,0,0,0,1,1,1,1,0
1413,0,1,0,0,0,0,1,0
1414,1,0,1,0,1,0,0,0
1415,0,1,0,1,0,0,0,0
1416,0,0,0,0,1,0,0,0
1417,1,0,1,0,0,1,0,0
1418,1,0,0,1,1,0,0,1
1419,0,1,0,0,0,1,0,1
1420,0,1,0,0,1,0,0,1
1421,1,0,0,1,1,0,0,0
1422,0,1,1,1,1,0,1,0
1423,1,0,1,1,1,0,0,1
1424,1,0,1,0,0,0,0,1
1425,0,1,1,1,1,1,1,0
1426,1,0,1,0,1,0,1,0
1427,1,0,1,0,0,1,0,0
1428,1,0,0,0,1,1,0,0
1429,1,0,1,1,0,1,0,0
1430,1,1,0,0,0,1,1,0
1431,1,1,0,0,0,1,0,0
1432,1,0,0,1,1,1,0,0
1433,1,0,1,0,1,0,1,1
1434,1,1,0,0,1,1,1,0
1435,1,1,1,1,1,0,1,0
1436,0,0,0,0,1,1,0,0
1437,0,0,0,0,0,0,0,1
1438,1,0,1,0,0,1,0,1
1439,0,0,0,0,0,0,1,1
1440,1,0,1,1,1,0,0,0
1441,0,0,1,0,0,1,1,1
1442,1,1,0,1,0,1,0,1
1443,0,0,1,0,0,1,0,1
1444,0,0,0,1,1,0,0,1
1445,1,1,0,0,0,0,1,1
1446,1,1,1,0,0,0,1,0
1447,1,1,1,0,1,1,1,1
1448,1,0,1,0,0,0,0,1
1449,1,0,0,1,1,1,1,1
1450,0,0,0,0,1,0,1,1
1451,1,0,1,0,1,1,1,1
1452,1,1,1,0,1,0,1,1
1453,0,1,0,0,0,0,1,1
1454,1,1,1,0,1,1,0,0
1455,0,0,0,1,0,0,0,1
1456,0,0,0,0,1,0,1,1
1457,1,0,0,0,1,1,0,1
1458,1,1,1,0,0,1,1,1
1459,1,1,1,1,0,1,0,1
1460,0,1,1,1,1,0,1,0
1461,1,1,0,0,0,1,0,1
1462,0,0,1,1,1,0,0,0
1463,0,0,0,0,1,1,0,1
1464,1,1,0,0,1,0,1,0
1465,0,0,1,0,1,0,1,0
1466,1,0,1,0,0,1,0,0
1467,1,0,0,1,1,1,0,1
1468,0,1,0,1,1,0,1,0
1469,1,0,0,0,0,0,1,1
1470,0,0,0,0,1,0,0,1
1471,1,1,1,1,0,0,0,0
1472,1,0,0,0,1,0,0,1
1473,1,1,0,0,0,1,0,0
1474,0,0,0,1,0,0,1,0
1475,0,1,0,0,0,0,0,1
1476,1,0,0,0,1,1,0,1
1477,0,1,0,0,0,0,0,0
1478,0,1,0,0,0,0,1,1
1479,1,0,0,0,0,0,0,1
1480,1,0,0,0,0,1,1,1
1481,1,0,0,1,0,1,1,0
1482,1,0,0,1,1,0,0,0
1483,0,1,0,0,1,1,0,1
1484,0,0,0,0,0,0,1,0
1485,1,1,1,0,0,0,0,1
1486,1,1,0,0,1,1,1,0
1487,0,1,0,1,0,1,1,0
1488,0,1,1,1,0,0,0,1
1489,1,0,1,1,0,1,0,1
1490,0,1,1,0,0,0,1,0
1491,1,1,0,0,0,1,1,1
1492,1,1,1,0,1,1,1,1
1493,1,0,0,0,1,1,1,1
1494,1,1,1,0,0,1,1,0
1495,1,0,1,0,1,1,1,1
1496,1,1,1,0,0,0,0,0
1497,1,0,0,0,1,0,1,1
1498,0,0,0,1,1,0,0,1
1499,1,0,0,0,0,1,0,1
1500,1,0,1,0,1,0,0,0
1501,0,1,0,0,1,1,1,1
1502,1,1,0,1,0,0,1,0
1503,0,0,0,1,1,1,1,0
1504,0,0,0,1,1,0,0,0
1505,1,0,0,0,0,1,1,1
1506,0,0,0,0,0,0,0,1
1507,1,0,0,0,1,1,1,1
1508,0,0,0,0,1,0,1,0
1509,1,1,0,0,1,1,0,0
1510,1,1,1,1,1,1,0,1
1511,0,1,0,0,0,1,1,0
1512,1,1,0,0,1,0,1,1
1513,1,0,1,0,0,1,0,1
1514,0,0,1,1,1,0,0,1
1515,1,0,0,0,0,1,0,0
1516,1,1,0,0,0,1,1,1
1517,1,0,0,0,1,0,1,0
1518,1,0,0,1,0,1,1,1
1519,1,1,0,0,0,0,0,0
1520,0,0,0,0,0,0,1,1
1521,0,1,0,1,1,1,1,0
