,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
409,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
410,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
411,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1
412,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
413,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
414,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
415,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1
416,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
417,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1
418,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1
419,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
420,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
421,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
422,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
423,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
424,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
425,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1
426,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1
427,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
428,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
429,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
430,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
431,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
432,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
433,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
434,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
435,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
436,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
437,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1
438,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
439,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
440,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
441,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
442,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
443,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
444,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1
445,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
446,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
447,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1
448,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1
449,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
450,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
451,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
452,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
453,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1
454,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
455,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
456,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1
457,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
458,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1
459,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
460,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
461,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
462,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
463,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
464,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
465,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
466,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
467,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
468,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
469,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
470,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
471,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
472,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
473,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1
474,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
475,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
476,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
477,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
478,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
479,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1
480,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
481,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0
482,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
483,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
484,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
485,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
486,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
487,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
488,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
489,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0
490,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
491,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
492,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0
493,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
494,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
495,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0
496,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
497,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
498,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
499,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
500,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
501,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
502,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
503,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
504,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
505,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
506,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
507,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
508,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
509,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
510,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0
511,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
512,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0
513,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
514,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
515,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
516,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0
517,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
518,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0
519,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
520,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0
521,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
522,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
523,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0
524,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
525,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
526,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
527,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
528,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
529,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
530,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
531,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
532,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
533,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
534,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
535,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1
536,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
537,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
538,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
539,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
540,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0
541,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
542,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
543,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
544,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
545,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
546,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
547,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
548,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1
549,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
550,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
551,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
552,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1
553,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1
554,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
555,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
556,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
557,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
558,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
559,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
560,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1
561,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
562,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
563,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
564,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
565,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1
566,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0
567,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
568,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
569,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
572,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
573,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1
574,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0
575,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
576,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
577,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
578,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0
579,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
580,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
581,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1
582,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
583,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
584,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
585,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
586,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0
587,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1
588,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
589,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
590,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1
591,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
592,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
593,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
594,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
595,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
596,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
597,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
598,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
599,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
600,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0
601,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
602,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1
603,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
604,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
605,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
606,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
607,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
608,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
609,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
610,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
611,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
612,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
613,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
614,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0
615,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1
616,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
617,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0
618,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
619,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
620,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
621,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
622,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1
623,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
624,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
625,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
626,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
627,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
628,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1
629,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
630,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0
631,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
632,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
633,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
634,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1
635,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
636,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
637,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
638,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1
639,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0
640,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
641,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
642,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
643,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0
644,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
645,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0
646,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
647,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
648,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
649,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
650,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0
651,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
652,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
653,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1
654,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0
655,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
656,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
657,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1
658,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
659,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
660,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
661,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
662,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
663,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
664,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
665,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
666,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
667,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
668,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
669,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
670,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
671,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0
672,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
673,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
674,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
675,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
676,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
677,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
678,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
679,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
680,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
681,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1
682,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0
683,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
684,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
685,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
686,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
687,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
688,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
689,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1
690,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
691,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
692,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
693,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
694,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
695,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
696,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
697,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
698,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1
699,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
700,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
701,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1
702,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
703,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
704,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1
705,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
706,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
707,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
708,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0
709,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
710,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1
711,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
712,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
713,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
714,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
715,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1
716,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
717,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0
718,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
719,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
720,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
721,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0
722,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1
723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
724,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0
725,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
726,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
727,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
728,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
729,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1
730,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
731,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
732,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
733,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0
734,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
735,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1
736,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
737,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
738,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
739,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
740,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
741,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
742,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
743,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
744,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
745,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1
746,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
747,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
748,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
749,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1
750,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
751,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0
752,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
753,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
754,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
755,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
756,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
757,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1
760,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
761,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
762,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1
763,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
764,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
765,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
766,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1
767,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1
768,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1
769,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0
770,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
771,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
772,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
773,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
774,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
775,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
776,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
777,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0
778,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
779,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
780,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
781,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
782,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1
783,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
784,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
785,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
786,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
787,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
788,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0
789,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
790,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
791,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
792,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
793,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
794,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0
795,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1
796,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
797,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
798,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
799,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
800,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
801,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
802,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
803,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
804,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
805,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
806,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
807,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
808,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
809,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
810,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
811,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1
812,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
813,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1
814,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
815,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
816,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
817,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1
818,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
